type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2026-07-24 13:20:21.000,26.41330000,-80.15470333,1.60,11.791,-27.791,0.128,50,18,22,,Site1
W,2026-07-24 13:23:06.000,26.41318000,-80.15513833,1.60,11.089,-27.789,1.653,282,18,21,,Int5
W,2026-07-24 13:26:07.000,26.41601167,-80.15790667,1.70,10.879,-27.779,1.227,329,18,21,,Int6
W,2026-07-24 13:28:48.000,26.41955667,-80.15915833,1.60,9.176,-27.776,1.231,3,18,21,,Int7
W,2026-07-24 13:29:30.000,26.42011333,-80.15858500,1.60,9.279,-27.779,1.740,126,18,21,,Int8
W,2026-07-24 13:31:17.000,26.42250500,-80.15964167,1.60,9.776,-27.776,2.528,67,18,21,,Int9
W,2026-07-24 13:32:05.000,26.42271333,-80.15846333,1.70,7.480,-27.780,2.462,91,18,21,,Int10
W,2026-07-24 13:33:13.000,26.42294167,-80.15656667,1.90,8.688,-27.788,2.970,90,19,21,,Int11
W,2026-07-24 13:35:00.000,26.42271000,-80.15328667,1.80,11.702,-27.802,2.095,90,19,21,,Int12
W,2026-07-24 13:38:44.000,26.42371000,-80.15282333,1.70,12.804,-27.804,0.000,,17,20,,Station2
T,2026-07-24 13:20:18.000,26.41330167,-80.15469833,1.60,12.491,-27.791,0.167,281,17,22,20260724-092018,GPS Logger: 20260724-092018 - ST1-2
T,2026-07-24 13:20:19.000,26.41330167,-80.15470000,1.60,12.191,-27.791,0.156,222,18,22,,
T,2026-07-24 13:20:20.000,26.41330000,-80.15470167,1.60,11.991,-27.791,0.152,305,18,22,,
T,2026-07-24 13:20:21.000,26.41330000,-80.15470333,1.60,11.791,-27.791,0.128,50,18,22,,
T,2026-07-24 13:20:22.000,26.41330000,-80.15470500,1.60,11.591,-27.791,0.101,84,18,22,,
T,2026-07-24 13:20:23.000,26.41330000,-80.15470333,1.60,11.291,-27.791,0.098,145,18,22,,
T,2026-07-24 13:20:24.000,26.41330000,-80.15470333,1.60,11.191,-27.791,0.098,147,18,22,,
T,2026-07-24 13:20:25.000,26.41330000,-80.15470167,1.60,11.091,-27.791,0.092,123,18,22,,
T,2026-07-24 13:20:26.000,26.41330167,-80.15470000,1.50,10.991,-27.791,0.089,83,18,22,,
T,2026-07-24 13:20:27.000,26.41330333,-80.15469833,1.50,10.891,-27.791,0.086,137,18,22,,
T,2026-07-24 13:20:28.000,26.41330500,-80.15469667,1.50,10.791,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:29.000,26.41330667,-80.15469500,1.50,10.491,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:30.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:31.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:32.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:33.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:34.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:35.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:36.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:20:37.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:38.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,16,22,,
T,2026-07-24 13:20:39.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,16,22,,
T,2026-07-24 13:20:40.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,16,22,,
T,2026-07-24 13:20:41.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:42.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:43.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:44.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:45.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:46.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:47.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:48.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:49.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:50.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:51.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:52.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:53.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:54.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:55.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:56.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:57.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:58.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:20:59.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:00.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:01.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:02.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:03.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:21:04.000,26.41330667,-80.15469333,1.70,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:21:05.000,26.41330667,-80.15469333,1.70,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:06.000,26.41330667,-80.15469333,1.70,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:07.000,26.41330667,-80.15469333,1.70,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:08.000,26.41330667,-80.15469333,1.80,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:09.000,26.41330667,-80.15469333,1.90,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:10.000,26.41330667,-80.15469333,1.80,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:11.000,26.41330667,-80.15469333,1.80,10.391,-27.791,0.000,,17,22,,
T,2026-07-24 13:21:12.000,26.41330667,-80.15469333,1.70,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:21:13.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,22,,
T,2026-07-24 13:21:14.000,26.41330667,-80.15469333,1.60,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:15.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:16.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:17.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:18.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,19,21,,
T,2026-07-24 13:21:19.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:20.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:21.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,21,,
T,2026-07-24 13:21:22.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,17,21,,
T,2026-07-24 13:21:23.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:24.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,19,21,,
T,2026-07-24 13:21:25.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,19,21,,
T,2026-07-24 13:21:26.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,18,21,,
T,2026-07-24 13:21:27.000,26.41330667,-80.15469333,1.50,10.391,-27.791,0.000,,19,21,,
