type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2026-07-24 15:43:03.000,26.41495667,-80.16517000,2.50,5.749,-27.749,4.520,154,15,19,,
T,2026-07-24 15:43:04.000,26.41492500,-80.16516500,2.40,5.949,-27.749,4.394,173,15,19,,
T,2026-07-24 15:43:05.000,26.41489500,-80.16516833,2.40,6.049,-27.749,4.234,176,15,19,,
T,2026-07-24 15:43:06.000,26.41486833,-80.16517000,2.40,5.848,-27.748,4.004,175,15,19,,
T,2026-07-24 15:43:07.000,26.41484667,-80.16516333,2.40,5.949,-27.749,3.709,162,15,19,,
T,2026-07-24 15:43:08.000,26.41482500,-80.16515000,2.00,6.749,-27.749,3.486,150,15,18,,
T,2026-07-24 15:43:09.000,26.41481000,-80.16512000,1.90,6.349,-27.749,3.381,116,15,18,,
T,2026-07-24 15:43:10.000,26.41479833,-80.16508667,1.80,5.849,-27.749,3.330,107,15,18,,
T,2026-07-24 15:43:11.000,26.41479833,-80.16504833,2.10,5.649,-27.749,3.363,83,15,18,,
T,2026-07-24 15:43:12.000,26.41481333,-80.16501333,2.20,5.349,-27.749,3.407,61,15,18,,
T,2026-07-24 15:43:13.000,26.41483333,-80.16498833,2.30,4.949,-27.749,3.369,49,15,18,,
T,2026-07-24 15:43:14.000,26.41485833,-80.16496833,2.40,4.649,-27.749,3.349,38,15,18,,
T,2026-07-24 15:43:15.000,26.41488167,-80.16496167,2.50,4.249,-27.749,3.263,22,15,18,,
T,2026-07-24 15:43:16.000,26.41490333,-80.16495333,2.60,3.949,-27.749,3.261,23,15,18,,
T,2026-07-24 15:43:17.000,26.41491500,-80.16494500,2.70,3.649,-27.749,3.245,44,15,18,,
T,2026-07-24 15:43:18.000,26.41493500,-80.16494833,2.70,3.549,-27.749,3.187,23,15,18,,
T,2026-07-24 15:43:19.000,26.41496167,-80.16494667,2.70,1.449,-27.749,3.002,8,15,18,,
T,2026-07-24 15:43:20.000,26.41499333,-80.16495667,2.60,0.049,-27.749,2.892,0,14,18,,
T,2026-07-24 15:43:21.000,26.41504000,-80.16494500,2.30,0.250,-27.750,2.810,21,15,18,,
T,2026-07-24 15:43:22.000,26.41506500,-80.16490667,2.20,-0.450,-27.750,2.765,29,14,18,,
T,2026-07-24 15:43:23.000,26.41510000,-80.16488667,2.30,0.150,-27.750,2.758,26,14,18,,
T,2026-07-24 15:43:24.000,26.41513000,-80.16486667,2.40,-0.250,-27.750,2.656,26,14,18,,
T,2026-07-24 15:43:25.000,26.41515167,-80.16485167,2.40,-0.250,-27.750,2.644,28,14,18,,
T,2026-07-24 15:43:26.000,26.41518333,-80.16482833,2.20,0.250,-27.750,2.571,27,14,18,,
T,2026-07-24 15:43:27.000,26.41520833,-80.16481333,2.00,0.850,-27.750,2.593,14,14,18,,
T,2026-07-24 15:43:28.000,26.41523833,-80.16480500,2.00,1.050,-27.750,2.669,2,14,18,,
T,2026-07-24 15:43:29.000,26.41526833,-80.16481167,2.00,0.750,-27.750,2.802,347,14,18,,
T,2026-07-24 15:43:30.000,26.41530833,-80.16482667,2.00,0.550,-27.750,2.925,338,14,18,,
T,2026-07-24 15:43:31.000,26.41534500,-80.16484167,2.30,0.150,-27.750,3.012,343,14,18,,
T,2026-07-24 15:43:32.000,26.41538000,-80.16485667,2.40,-0.250,-27.750,3.055,337,14,18,,
T,2026-07-24 15:43:33.000,26.41542000,-80.16487333,2.60,-0.650,-27.750,3.191,342,14,18,,
T,2026-07-24 15:43:34.000,26.41546333,-80.16489000,2.60,-0.350,-27.750,3.417,342,14,18,,
T,2026-07-24 15:43:35.000,26.41550667,-80.16490333,2.60,-0.250,-27.750,3.669,346,14,18,,
T,2026-07-24 15:43:36.000,26.41555333,-80.16491000,2.60,0.850,-27.750,3.944,352,14,18,,
T,2026-07-24 15:43:37.000,26.41560167,-80.16491667,2.50,1.450,-27.750,4.188,347,14,18,,
T,2026-07-24 15:43:38.000,26.41564500,-80.16493167,2.60,1.850,-27.750,4.369,339,14,18,,
T,2026-07-24 15:43:39.000,26.41569000,-80.16493333,2.50,2.350,-27.750,4.521,358,14,18,,
T,2026-07-24 15:43:40.000,26.41573500,-80.16492667,2.50,2.950,-27.750,4.626,2,14,18,,
T,2026-07-24 15:43:41.000,26.41577500,-80.16491000,2.50,3.350,-27.750,4.669,15,14,18,,
T,2026-07-24 15:43:42.000,26.41581167,-80.16488833,2.50,3.750,-27.750,4.682,25,14,18,,
T,2026-07-24 15:43:43.000,26.41584667,-80.16486667,2.50,4.350,-27.750,4.608,34,14,18,,
T,2026-07-24 15:43:44.000,26.41587333,-80.16484500,2.50,4.750,-27.750,4.486,46,14,18,,
T,2026-07-24 15:43:45.000,26.41588500,-80.16483000,2.60,4.750,-27.750,4.227,48,14,18,,
T,2026-07-24 15:43:46.000,26.41589667,-80.16481667,2.60,4.751,-27.751,3.950,50,14,18,,
T,2026-07-24 15:43:47.000,26.41590667,-80.16481500,2.20,5.251,-27.751,3.647,58,13,18,,
T,2026-07-24 15:43:48.000,26.41591000,-80.16480500,2.10,5.951,-27.751,3.343,58,13,18,,
T,2026-07-24 15:43:49.000,26.41592167,-80.16479500,2.10,5.751,-27.751,2.953,65,14,18,,
T,2026-07-24 15:43:50.000,26.41592333,-80.16478333,2.10,5.951,-27.751,2.512,54,13,18,,
T,2026-07-24 15:43:51.000,26.41592667,-80.16477167,2.00,5.951,-27.751,2.073,83,14,18,,
T,2026-07-24 15:43:52.000,26.41593833,-80.16475500,1.90,5.351,-27.751,1.726,65,14,18,,
T,2026-07-24 15:43:53.000,26.41594667,-80.16475000,1.90,5.351,-27.751,1.455,59,14,18,,
T,2026-07-24 15:43:54.000,26.41595667,-80.16474333,1.80,5.651,-27.751,1.212,62,14,18,,
T,2026-07-24 15:43:55.000,26.41596500,-80.16473833,1.70,6.251,-27.751,1.098,41,13,18,,
T,2026-07-24 15:43:56.000,26.41597167,-80.16473333,1.70,6.251,-27.751,0.970,34,14,18,,
T,2026-07-24 15:43:57.000,26.41597500,-80.16472833,1.70,6.551,-27.751,0.887,38,14,18,,
T,2026-07-24 15:43:58.000,26.41597833,-80.16472333,1.70,6.851,-27.751,0.809,37,14,18,,
T,2026-07-24 15:43:59.000,26.41598167,-80.16471667,1.70,7.051,-27.751,0.789,38,14,18,,
T,2026-07-24 15:44:00.000,26.41598667,-80.16471000,1.80,7.151,-27.751,0.799,44,14,18,,
T,2026-07-24 15:44:01.000,26.41599000,-80.16470500,1.90,7.151,-27.751,0.845,105,14,18,,
T,2026-07-24 15:44:02.000,26.41598333,-80.16469000,1.90,7.651,-27.751,0.914,92,14,18,,
T,2026-07-24 15:44:03.000,26.41598333,-80.16468000,1.90,8.551,-27.751,0.919,86,14,18,,
T,2026-07-24 15:44:04.000,26.41598167,-80.16466833,2.00,9.051,-27.751,0.897,100,14,18,,
T,2026-07-24 15:44:05.000,26.41598167,-80.16466333,2.00,9.451,-27.751,0.850,141,14,18,,
T,2026-07-24 15:44:06.000,26.41599167,-80.16465333,2.00,9.551,-27.751,0.904,48,14,18,,
T,2026-07-24 15:44:07.000,26.41600500,-80.16464500,2.00,10.051,-27.751,0.893,48,14,18,,
T,2026-07-24 15:44:08.000,26.41601167,-80.16464000,1.90,10.451,-27.751,0.850,76,14,18,,
T,2026-07-24 15:44:09.000,26.41601833,-80.16464000,1.80,10.651,-27.751,0.818,51,14,18,,
T,2026-07-24 15:44:10.000,26.41602333,-80.16464000,1.70,10.751,-27.751,0.790,39,14,18,,
T,2026-07-24 15:44:11.000,26.41602833,-80.16464000,1.70,11.351,-27.751,0.756,37,14,18,,
T,2026-07-24 15:44:12.000,26.41603167,-80.16464167,1.70,11.551,-27.751,0.645,22,14,18,,
T,2026-07-24 15:44:13.000,26.41603833,-80.16463833,1.70,12.051,-27.751,0.588,39,14,18,,
T,2026-07-24 15:44:14.000,26.41604667,-80.16463167,1.70,12.351,-27.751,0.655,35,14,18,,
T,2026-07-24 15:44:15.000,26.41605667,-80.16462167,1.90,12.651,-27.751,0.714,40,14,18,,
T,2026-07-24 15:44:16.000,26.41606667,-80.16461500,1.90,12.951,-27.751,0.705,29,14,18,,
T,2026-07-24 15:44:17.000,26.41607500,-80.16461333,2.00,13.151,-27.751,0.742,28,14,18,,
T,2026-07-24 15:44:18.000,26.41607167,-80.16460500,2.00,13.351,-27.751,0.748,112,14,18,,
T,2026-07-24 15:44:19.000,26.41606833,-80.16459833,2.00,13.752,-27.752,0.726,106,14,18,,
T,2026-07-24 15:44:20.000,26.41606500,-80.16459333,2.00,14.052,-27.752,0.702,89,14,18,,
T,2026-07-24 15:44:21.000,26.41606333,-80.16459000,2.00,14.052,-27.752,0.680,96,14,18,,
T,2026-07-24 15:44:22.000,26.41606500,-80.16458500,2.00,13.952,-27.752,0.670,62,14,18,,
T,2026-07-24 15:44:23.000,26.41606333,-80.16458000,2.00,14.152,-27.752,0.638,74,14,18,,
T,2026-07-24 15:44:24.000,26.41606000,-80.16457500,2.10,14.552,-27.752,0.495,80,14,18,,
T,2026-07-24 15:44:25.000,26.41605667,-80.16457167,2.10,14.752,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:26.000,26.41605167,-80.16456667,2.10,14.952,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:27.000,26.41604833,-80.16456500,2.10,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:28.000,26.41604833,-80.16456500,2.10,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:29.000,26.41604833,-80.16456500,2.10,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:30.000,26.41604833,-80.16456500,2.10,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:31.000,26.41604833,-80.16456500,2.00,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:32.000,26.41604833,-80.16456500,1.70,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:33.000,26.41604833,-80.16456500,1.80,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:34.000,26.41604833,-80.16456500,1.80,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:35.000,26.41604833,-80.16456500,1.90,15.252,-27.752,0.000,,14,18,,
T,2026-07-24 15:44:36.000,26.41604833,-80.16456500,1.90,15.252,-27.752,0.000,,14,18,,
