type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2026-07-24 14:37:11.000,26.41917000,-80.15899667,1.80,3.776,-27.776,4.943,142,16,21,,
T,2026-07-24 14:37:12.000,26.41913167,-80.15896500,1.80,3.576,-27.776,4.903,143,16,21,,
T,2026-07-24 14:37:13.000,26.41909167,-80.15893833,1.80,4.277,-27.777,4.821,150,16,21,,
T,2026-07-24 14:37:14.000,26.41904833,-80.15891167,1.80,5.077,-27.777,4.849,151,16,21,,
T,2026-07-24 14:37:15.000,26.41900833,-80.15888333,1.80,5.977,-27.777,5.061,146,16,21,,
T,2026-07-24 14:37:16.000,26.41897333,-80.15885667,1.80,6.077,-27.777,4.880,145,16,21,,
T,2026-07-24 14:37:17.000,26.41893667,-80.15882667,1.80,6.677,-27.777,5.155,145,16,21,,
T,2026-07-24 14:37:18.000,26.41890167,-80.15879667,1.80,6.977,-27.777,5.126,142,16,21,,
T,2026-07-24 14:37:19.000,26.41886333,-80.15876333,1.90,6.777,-27.777,5.094,139,16,21,,
T,2026-07-24 14:37:20.000,26.41882167,-80.15872667,1.80,6.477,-27.777,5.199,139,16,21,,
T,2026-07-24 14:37:21.000,26.41878333,-80.15869667,1.90,6.477,-27.777,5.095,148,16,21,,
T,2026-07-24 14:37:22.000,26.41874167,-80.15867333,1.90,6.177,-27.777,4.833,148,16,21,,
T,2026-07-24 14:37:23.000,26.41870333,-80.15864167,1.90,5.978,-27.778,5.333,144,16,21,,
T,2026-07-24 14:37:24.000,26.41866667,-80.15861000,1.90,6.378,-27.778,5.299,146,16,21,,
T,2026-07-24 14:37:25.000,26.41862167,-80.15857667,1.90,7.178,-27.778,5.327,150,16,21,,
T,2026-07-24 14:37:26.000,26.41858167,-80.15854667,1.90,7.478,-27.778,5.194,145,16,21,,
T,2026-07-24 14:37:27.000,26.41854833,-80.15851833,1.90,7.678,-27.778,5.232,146,16,21,,
T,2026-07-24 14:37:28.000,26.41850500,-80.15848667,1.90,8.178,-27.778,5.200,144,16,21,,
T,2026-07-24 14:37:29.000,26.41846333,-80.15845333,1.90,7.878,-27.778,5.065,143,16,21,,
T,2026-07-24 14:37:30.000,26.41842500,-80.15842500,1.90,7.478,-27.778,5.625,142,16,21,,
T,2026-07-24 14:37:31.000,26.41838667,-80.15839667,1.90,6.578,-27.778,5.097,145,16,21,,
T,2026-07-24 14:37:32.000,26.41834833,-80.15836667,1.90,5.678,-27.778,5.391,146,16,21,,
T,2026-07-24 14:37:33.000,26.41831000,-80.15833500,1.80,5.479,-27.779,5.277,146,16,21,,
T,2026-07-24 14:37:34.000,26.41827167,-80.15830000,1.90,4.079,-27.779,5.312,139,16,21,,
T,2026-07-24 14:37:35.000,26.41823167,-80.15826167,1.90,3.179,-27.779,5.643,138,16,21,,
T,2026-07-24 14:37:36.000,26.41819500,-80.15822000,1.90,2.379,-27.779,5.503,144,16,21,,
T,2026-07-24 14:37:37.000,26.41815167,-80.15818500,1.90,1.879,-27.779,5.540,143,16,21,,
T,2026-07-24 14:37:38.000,26.41811667,-80.15815000,1.80,1.479,-27.779,5.654,141,16,21,,
T,2026-07-24 14:37:39.000,26.41807500,-80.15811167,1.70,1.179,-27.779,5.785,144,16,21,,
T,2026-07-24 14:37:40.000,26.41803500,-80.15807333,1.90,1.379,-27.779,6.038,142,16,21,,
T,2026-07-24 14:37:41.000,26.41799000,-80.15803500,1.90,1.980,-27.780,5.708,144,16,21,,
T,2026-07-24 14:37:42.000,26.41794500,-80.15800333,1.90,1.880,-27.780,5.901,147,15,21,,
T,2026-07-24 14:37:43.000,26.41789667,-80.15797833,1.80,2.480,-27.780,5.812,151,15,21,,
T,2026-07-24 14:37:44.000,26.41784667,-80.15795167,1.90,3.880,-27.780,5.969,153,15,21,,
T,2026-07-24 14:37:45.000,26.41779833,-80.15793000,1.80,3.880,-27.780,6.120,156,15,21,,
T,2026-07-24 14:37:46.000,26.41774833,-80.15791000,1.80,3.780,-27.780,6.128,160,16,21,,
T,2026-07-24 14:37:47.000,26.41770333,-80.15789333,1.80,3.580,-27.780,6.043,163,16,21,,
T,2026-07-24 14:37:48.000,26.41765500,-80.15787833,1.80,3.780,-27.780,5.958,162,16,21,,
T,2026-07-24 14:37:49.000,26.41760333,-80.15786000,1.80,4.180,-27.780,5.860,161,17,21,,
T,2026-07-24 14:37:50.000,26.41755167,-80.15784333,1.80,5.080,-27.780,5.574,163,17,21,,
T,2026-07-24 14:37:51.000,26.41750167,-80.15782333,1.70,5.180,-27.780,5.678,165,17,21,,
T,2026-07-24 14:37:52.000,26.41745000,-80.15781000,1.60,5.380,-27.780,5.676,167,17,21,,
T,2026-07-24 14:37:53.000,26.41739833,-80.15779167,1.60,6.280,-27.780,5.713,167,17,21,,
T,2026-07-24 14:37:54.000,26.41734833,-80.15777833,1.60,6.280,-27.780,5.738,171,17,21,,
T,2026-07-24 14:37:55.000,26.41729667,-80.15776333,1.50,6.880,-27.780,5.723,173,17,21,,
T,2026-07-24 14:37:56.000,26.41724333,-80.15775167,1.50,7.180,-27.780,5.637,171,17,21,,
T,2026-07-24 14:37:57.000,26.41719333,-80.15774167,1.50,6.880,-27.780,5.665,171,17,21,,
T,2026-07-24 14:37:58.000,26.41714500,-80.15773667,1.50,6.280,-27.780,5.406,175,17,21,,
T,2026-07-24 14:37:59.000,26.41709667,-80.15773333,1.50,5.780,-27.780,5.582,180,17,21,,
T,2026-07-24 14:38:00.000,26.41704833,-80.15773333,1.50,5.480,-27.780,5.592,181,17,21,,
T,2026-07-24 14:38:01.000,26.41700000,-80.15774000,1.80,5.280,-27.780,5.354,179,17,21,,
T,2026-07-24 14:38:02.000,26.41695000,-80.15774833,1.90,5.280,-27.780,5.604,182,17,21,,
T,2026-07-24 14:38:03.000,26.41689167,-80.15775333,1.90,4.980,-27.780,5.722,182,17,21,,
T,2026-07-24 14:38:04.000,26.41684167,-80.15775167,1.90,5.380,-27.780,5.637,189,17,21,,
T,2026-07-24 14:38:05.000,26.41679000,-80.15775333,1.90,5.180,-27.780,5.541,188,17,21,,
T,2026-07-24 14:38:06.000,26.41673833,-80.15775333,1.90,5.180,-27.780,5.682,183,17,21,,
T,2026-07-24 14:38:07.000,26.41668167,-80.15775667,1.90,5.780,-27.780,5.442,186,17,21,,
T,2026-07-24 14:38:08.000,26.41663333,-80.15776333,1.90,5.780,-27.780,5.572,189,17,21,,
T,2026-07-24 14:38:09.000,26.41658167,-80.15777333,1.90,5.180,-27.780,5.610,193,17,21,,
T,2026-07-24 14:38:10.000,26.41652667,-80.15779000,1.80,5.180,-27.780,5.742,196,17,21,,
T,2026-07-24 14:38:11.000,26.41647667,-80.15781167,1.80,5.380,-27.780,5.771,198,17,21,,
T,2026-07-24 14:38:12.000,26.41643333,-80.15783500,1.80,4.680,-27.780,5.653,203,17,21,,
T,2026-07-24 14:38:13.000,26.41638333,-80.15785333,1.90,4.379,-27.779,5.520,203,17,21,,
T,2026-07-24 14:38:14.000,26.41633667,-80.15788167,1.90,4.779,-27.779,5.875,207,17,21,,
T,2026-07-24 14:38:15.000,26.41628667,-80.15790667,1.80,5.579,-27.779,5.999,207,17,21,,
T,2026-07-24 14:38:16.000,26.41624000,-80.15793833,1.90,4.679,-27.779,6.107,208,17,21,,
T,2026-07-24 14:38:17.000,26.41619000,-80.15797167,1.80,4.379,-27.779,5.990,212,17,21,,
T,2026-07-24 14:38:18.000,26.41614000,-80.15800500,1.80,3.679,-27.779,6.000,211,17,21,,
T,2026-07-24 14:38:19.000,26.41609500,-80.15803333,1.70,2.879,-27.779,6.004,212,17,21,,
T,2026-07-24 14:38:20.000,26.41604833,-80.15807167,1.80,2.778,-27.778,6.102,212,17,21,,
T,2026-07-24 14:38:21.000,26.41600167,-80.15810833,1.80,2.978,-27.778,6.228,213,17,21,,
T,2026-07-24 14:38:22.000,26.41595667,-80.15813667,1.90,3.478,-27.778,6.062,215,17,21,,
T,2026-07-24 14:38:23.000,26.41591500,-80.15817000,1.90,4.078,-27.778,6.288,215,17,21,,
T,2026-07-24 14:38:24.000,26.41586333,-80.15820000,1.90,4.978,-27.778,6.305,216,17,21,,
T,2026-07-24 14:38:25.000,26.41581167,-80.15823000,1.90,5.178,-27.778,6.074,213,17,21,,
T,2026-07-24 14:38:26.000,26.41576500,-80.15826500,1.90,5.677,-27.777,6.044,214,17,21,,
T,2026-07-24 14:38:27.000,26.41572167,-80.15830000,1.90,5.177,-27.777,6.402,217,17,21,,
T,2026-07-24 14:38:28.000,26.41567000,-80.15833333,1.90,5.177,-27.777,6.482,216,17,21,,
T,2026-07-24 14:38:29.000,26.41562500,-80.15837667,1.90,5.277,-27.777,6.105,215,17,21,,
T,2026-07-24 14:38:30.000,26.41558333,-80.15841833,1.80,5.477,-27.777,6.265,216,17,21,,
T,2026-07-24 14:38:31.000,26.41554167,-80.15845833,1.80,6.177,-27.777,6.414,214,17,21,,
T,2026-07-24 14:38:32.000,26.41549667,-80.15849833,1.80,6.676,-27.776,6.419,216,17,21,,
T,2026-07-24 14:38:33.000,26.41544667,-80.15854000,1.80,6.876,-27.776,6.437,217,17,21,,
T,2026-07-24 14:38:34.000,26.41539500,-80.15858167,1.80,6.176,-27.776,6.467,217,17,21,,
T,2026-07-24 14:38:35.000,26.41534667,-80.15862167,1.80,5.376,-27.776,6.384,216,17,21,,
T,2026-07-24 14:38:36.000,26.41530333,-80.15866167,1.70,5.376,-27.776,6.401,217,17,21,,
T,2026-07-24 14:38:37.000,26.41525500,-80.15870000,1.80,5.775,-27.775,6.362,218,17,21,,
T,2026-07-24 14:38:38.000,26.41520667,-80.15873500,1.70,5.475,-27.775,6.227,216,17,21,,
T,2026-07-24 14:38:39.000,26.41515500,-80.15877167,1.80,5.275,-27.775,6.379,216,17,21,,
T,2026-07-24 14:38:40.000,26.41511167,-80.15881667,1.80,4.875,-27.775,6.360,217,17,21,,
T,2026-07-24 14:38:41.000,26.41506333,-80.15885000,1.80,4.875,-27.775,6.330,217,17,21,,
T,2026-07-24 14:38:42.000,26.41501833,-80.15888833,1.80,5.174,-27.774,6.325,216,17,21,,
T,2026-07-24 14:38:43.000,26.41497667,-80.15892833,1.80,5.674,-27.774,6.188,216,17,21,,
T,2026-07-24 14:38:44.000,26.41493167,-80.15896500,1.80,5.974,-27.774,6.352,216,17,21,,
T,2026-07-24 14:38:45.000,26.41488833,-80.15900000,1.80,6.074,-27.774,6.332,216,17,21,,
T,2026-07-24 14:38:46.000,26.41484500,-80.15903333,1.70,6.074,-27.774,6.137,216,17,21,,
T,2026-07-24 14:38:47.000,26.41480000,-80.15907000,1.80,6.174,-27.774,6.172,216,17,21,,
T,2026-07-24 14:38:48.000,26.41476167,-80.15911167,1.80,5.373,-27.773,5.994,218,17,21,,
T,2026-07-24 14:38:49.000,26.41471833,-80.15914500,1.80,5.273,-27.773,6.135,218,17,21,,
T,2026-07-24 14:38:50.000,26.41467500,-80.15918333,1.70,5.473,-27.773,6.133,219,17,21,,
T,2026-07-24 14:38:51.000,26.41463000,-80.15921667,1.80,5.073,-27.773,6.159,217,17,21,,
T,2026-07-24 14:38:52.000,26.41457833,-80.15925500,1.80,3.873,-27.773,6.015,216,17,21,,
T,2026-07-24 14:38:53.000,26.41453333,-80.15929500,1.80,3.173,-27.773,6.187,216,17,21,,
T,2026-07-24 14:38:54.000,26.41448333,-80.15932667,1.80,2.972,-27.772,6.172,213,17,21,,
T,2026-07-24 14:38:55.000,26.41443833,-80.15936333,1.70,3.072,-27.772,6.083,214,17,21,,
T,2026-07-24 14:38:56.000,26.41439000,-80.15939833,1.70,3.472,-27.772,6.185,216,17,21,,
T,2026-07-24 14:38:57.000,26.41434167,-80.15943000,1.80,3.372,-27.772,6.149,216,17,21,,
T,2026-07-24 14:38:58.000,26.41429833,-80.15946500,1.70,3.372,-27.772,6.034,215,17,21,,
T,2026-07-24 14:38:59.000,26.41426000,-80.15950333,1.70,3.672,-27.772,6.114,216,17,21,,
T,2026-07-24 14:39:00.000,26.41421667,-80.15953833,1.80,4.371,-27.771,6.120,217,17,21,,
T,2026-07-24 14:39:01.000,26.41417000,-80.15957667,1.70,4.471,-27.771,6.133,216,17,21,,
T,2026-07-24 14:39:02.000,26.41412167,-80.15961333,1.80,4.171,-27.771,5.985,212,17,21,,
T,2026-07-24 14:39:03.000,26.41407333,-80.15964833,1.80,3.971,-27.771,6.093,216,17,21,,
T,2026-07-24 14:39:04.000,26.41403167,-80.15968667,1.80,3.471,-27.771,6.115,217,17,21,,
T,2026-07-24 14:39:05.000,26.41398667,-80.15972167,1.80,4.270,-27.770,6.240,216,17,21,,
T,2026-07-24 14:39:06.000,26.41394333,-80.15975500,1.80,4.570,-27.770,6.261,214,17,21,,
T,2026-07-24 14:39:07.000,26.41389500,-80.15979333,1.80,4.970,-27.770,6.296,215,17,21,,
T,2026-07-24 14:39:08.000,26.41384667,-80.15982833,1.80,5.570,-27.770,6.297,216,17,21,,
T,2026-07-24 14:39:09.000,26.41379833,-80.15986667,1.80,5.770,-27.770,6.263,217,17,21,,
T,2026-07-24 14:39:10.000,26.41375667,-80.15990333,1.80,6.570,-27.770,6.168,218,17,21,,
T,2026-07-24 14:39:11.000,26.41371667,-80.15993833,1.80,6.869,-27.769,6.006,222,17,21,,
T,2026-07-24 14:39:12.000,26.41367333,-80.15997333,1.90,7.769,-27.769,5.794,223,17,21,,
T,2026-07-24 14:39:13.000,26.41362833,-80.16001167,2.00,8.469,-27.769,6.210,224,17,21,,
T,2026-07-24 14:39:14.000,26.41358833,-80.16005500,2.00,8.969,-27.769,5.737,224,17,21,,
T,2026-07-24 14:39:15.000,26.41355000,-80.16009500,1.90,8.469,-27.769,5.714,223,17,21,,
T,2026-07-24 14:39:16.000,26.41352000,-80.16013333,1.90,8.168,-27.768,4.954,228,17,21,,
T,2026-07-24 14:39:17.000,26.41349167,-80.16016833,1.90,8.568,-27.768,3.792,233,17,21,,
T,2026-07-24 14:39:18.000,26.41347833,-80.16019833,1.80,8.568,-27.768,3.156,233,17,21,,
T,2026-07-24 14:39:19.000,26.41346167,-80.16021833,1.80,8.168,-27.768,2.444,237,17,21,,
T,2026-07-24 14:39:20.000,26.41345333,-80.16024000,1.70,7.568,-27.768,2.273,241,17,21,,
T,2026-07-24 14:39:21.000,26.41344000,-80.16026167,1.70,6.768,-27.768,3.474,237,17,21,,
T,2026-07-24 14:39:22.000,26.41342000,-80.16029333,1.70,6.368,-27.768,4.196,239,17,21,,
T,2026-07-24 14:39:23.000,26.41339833,-80.16034167,1.70,6.768,-27.768,4.907,239,17,21,,
T,2026-07-24 14:39:24.000,26.41337833,-80.16039000,1.80,6.867,-27.767,4.888,238,17,21,,
T,2026-07-24 14:39:25.000,26.41335833,-80.16043667,1.80,7.367,-27.767,5.227,245,17,21,,
T,2026-07-24 14:39:26.000,26.41333333,-80.16048500,1.90,7.267,-27.767,5.660,234,17,21,,
T,2026-07-24 14:39:27.000,26.41329833,-80.16052833,1.90,7.967,-27.767,5.915,235,17,21,,
T,2026-07-24 14:39:28.000,26.41326833,-80.16057833,1.90,8.167,-27.767,5.793,237,17,21,,
T,2026-07-24 14:39:29.000,26.41323833,-80.16062833,1.90,7.566,-27.766,6.049,239,17,21,,
T,2026-07-24 14:39:30.000,26.41321333,-80.16067667,1.90,7.666,-27.766,5.672,240,17,21,,
T,2026-07-24 14:39:31.000,26.41318667,-80.16072833,1.90,7.666,-27.766,5.894,239,17,21,,
T,2026-07-24 14:39:32.000,26.41315167,-80.16077667,1.90,6.766,-27.766,5.886,239,17,21,,
T,2026-07-24 14:39:33.000,26.41312667,-80.16082833,1.90,6.465,-27.765,5.569,240,17,21,,
T,2026-07-24 14:39:34.000,26.41310000,-80.16087833,1.80,6.565,-27.765,4.989,253,17,21,,
T,2026-07-24 14:39:35.000,26.41307833,-80.16093167,1.80,6.265,-27.765,5.144,257,17,21,,
T,2026-07-24 14:39:36.000,26.41305167,-80.16098667,1.80,5.765,-27.765,6.051,240,17,21,,
T,2026-07-24 14:39:37.000,26.41302500,-80.16104167,1.80,5.364,-27.764,5.969,237,17,21,,
T,2026-07-24 14:39:38.000,26.41299667,-80.16109500,1.80,5.364,-27.764,5.791,238,17,21,,
T,2026-07-24 14:39:39.000,26.41297333,-80.16115000,1.70,5.864,-27.764,5.626,240,17,21,,
T,2026-07-24 14:39:40.000,26.41295000,-80.16119833,1.80,5.664,-27.764,5.404,242,16,21,,
T,2026-07-24 14:39:41.000,26.41292667,-80.16123833,1.80,4.964,-27.764,4.986,238,16,20,,
T,2026-07-24 14:39:42.000,26.41290000,-80.16127833,1.70,4.163,-27.763,4.306,237,16,20,,
T,2026-07-24 14:39:43.000,26.41288000,-80.16130667,1.70,3.763,-27.763,3.492,238,16,20,,
T,2026-07-24 14:39:44.000,26.41286500,-80.16133000,1.70,3.163,-27.763,2.810,242,16,20,,
T,2026-07-24 14:39:45.000,26.41285667,-80.16135333,1.70,2.363,-27.763,2.498,252,16,20,,
T,2026-07-24 14:39:46.000,26.41284667,-80.16137667,1.70,2.463,-27.763,2.246,255,16,20,,
T,2026-07-24 14:39:47.000,26.41284167,-80.16140000,1.70,2.563,-27.763,2.652,258,16,20,,
T,2026-07-24 14:39:48.000,26.41284167,-80.16143333,1.80,3.163,-27.763,3.105,276,16,20,,
T,2026-07-24 14:39:49.000,26.41286667,-80.16147333,1.80,3.863,-27.763,4.056,308,16,20,,
T,2026-07-24 14:39:50.000,26.41289667,-80.16150500,1.90,4.462,-27.762,4.093,312,16,20,,
T,2026-07-24 14:39:51.000,26.41294167,-80.16153667,1.90,5.062,-27.762,4.880,322,16,20,,
T,2026-07-24 14:39:52.000,26.41298667,-80.16157167,1.80,5.562,-27.762,5.071,324,16,20,,
T,2026-07-24 14:39:53.000,26.41302667,-80.16160500,1.80,6.262,-27.762,5.100,324,16,20,,
T,2026-07-24 14:39:54.000,26.41306167,-80.16163333,1.80,6.362,-27.762,5.127,318,16,20,,
T,2026-07-24 14:39:55.000,26.41309667,-80.16165833,1.90,6.362,-27.762,5.154,319,16,20,,
T,2026-07-24 14:39:56.000,26.41313333,-80.16169167,1.80,6.262,-27.762,5.460,322,16,20,,
T,2026-07-24 14:39:57.000,26.41317333,-80.16172667,1.80,5.962,-27.762,5.625,323,16,20,,
T,2026-07-24 14:39:58.000,26.41321000,-80.16175500,1.90,5.362,-27.762,5.496,323,16,20,,
T,2026-07-24 14:39:59.000,26.41325167,-80.16179333,1.80,4.662,-27.762,5.526,322,16,20,,
T,2026-07-24 14:40:00.000,26.41329667,-80.16183000,1.80,3.761,-27.761,5.520,321,16,20,,
T,2026-07-24 14:40:01.000,26.41333833,-80.16187333,1.80,3.461,-27.761,5.912,317,16,20,,
T,2026-07-24 14:40:02.000,26.41337833,-80.16191167,1.80,3.161,-27.761,5.890,317,16,20,,
T,2026-07-24 14:40:03.000,26.41341167,-80.16195167,1.80,2.761,-27.761,5.788,319,16,20,,
T,2026-07-24 14:40:04.000,26.41344500,-80.16199333,1.80,2.861,-27.761,6.092,317,16,20,,
T,2026-07-24 14:40:05.000,26.41348500,-80.16203333,1.80,2.361,-27.761,5.996,316,16,20,,
T,2026-07-24 14:40:06.000,26.41352000,-80.16207167,1.80,2.261,-27.761,5.688,315,16,20,,
T,2026-07-24 14:40:07.000,26.41355833,-80.16211333,1.80,1.860,-27.760,6.027,315,16,20,,
T,2026-07-24 14:40:08.000,26.41359333,-80.16215500,1.80,1.860,-27.760,5.722,317,16,20,,
T,2026-07-24 14:40:09.000,26.41363667,-80.16219667,1.80,1.760,-27.760,5.613,313,16,20,,
T,2026-07-24 14:40:10.000,26.41367667,-80.16223833,1.80,1.660,-27.760,5.903,311,16,20,,
T,2026-07-24 14:40:11.000,26.41371667,-80.16228833,1.70,1.660,-27.760,6.154,311,16,20,,
T,2026-07-24 14:40:12.000,26.41375500,-80.16233833,1.80,2.760,-27.760,6.049,312,16,20,,
T,2026-07-24 14:40:13.000,26.41379000,-80.16237667,1.80,2.959,-27.759,6.087,310,16,20,,
T,2026-07-24 14:40:14.000,26.41382667,-80.16242500,1.80,3.259,-27.759,6.249,309,16,20,,
T,2026-07-24 14:40:15.000,26.41385500,-80.16247333,1.80,3.359,-27.759,5.964,308,16,20,,
T,2026-07-24 14:40:16.000,26.41388500,-80.16252333,1.90,3.159,-27.759,6.186,308,15,20,,
T,2026-07-24 14:40:17.000,26.41392000,-80.16257667,1.90,3.559,-27.759,6.054,304,15,20,,
T,2026-07-24 14:40:18.000,26.41394667,-80.16262500,1.90,3.458,-27.758,6.251,305,16,20,,
T,2026-07-24 14:40:19.000,26.41398333,-80.16267333,1.90,3.658,-27.758,6.264,307,16,20,,
T,2026-07-24 14:40:20.000,26.41401667,-80.16272333,1.90,3.158,-27.758,6.288,303,16,20,,
T,2026-07-24 14:40:21.000,26.41404667,-80.16277333,1.90,2.258,-27.758,6.279,304,16,20,,
T,2026-07-24 14:40:22.000,26.41407667,-80.16281667,1.80,1.958,-27.758,6.274,305,16,20,,
T,2026-07-24 14:40:23.000,26.41410667,-80.16286667,1.80,1.558,-27.758,6.249,301,16,20,,
T,2026-07-24 14:40:24.000,26.41413333,-80.16292000,1.90,2.157,-27.757,6.252,300,16,20,,
T,2026-07-24 14:40:25.000,26.41416000,-80.16297500,1.80,2.257,-27.757,6.404,301,16,20,,
T,2026-07-24 14:40:26.000,26.41419000,-80.16303167,1.80,2.057,-27.757,6.541,306,16,20,,
T,2026-07-24 14:40:27.000,26.41422167,-80.16308833,1.80,1.957,-27.757,6.026,297,16,20,,
T,2026-07-24 14:40:28.000,26.41424667,-80.16314500,1.80,2.556,-27.756,6.212,299,16,20,,
T,2026-07-24 14:40:29.000,26.41426667,-80.16319833,1.90,3.056,-27.756,6.474,301,16,20,,
T,2026-07-24 14:40:30.000,26.41429000,-80.16324833,1.90,2.956,-27.756,6.236,304,16,20,,
T,2026-07-24 14:40:31.000,26.41431333,-80.16328833,1.90,2.656,-27.756,5.122,304,16,20,,
T,2026-07-24 14:40:32.000,26.41433667,-80.16332333,1.90,2.656,-27.756,4.208,305,16,20,,
T,2026-07-24 14:40:33.000,26.41435167,-80.16335000,1.90,2.756,-27.756,2.604,303,16,20,,
T,2026-07-24 14:40:34.000,26.41435500,-80.16336667,1.80,2.956,-27.756,1.962,303,16,20,,
T,2026-07-24 14:40:35.000,26.41436333,-80.16337833,1.80,3.356,-27.756,1.650,301,16,20,,
T,2026-07-24 14:40:36.000,26.41436833,-80.16338667,1.80,3.456,-27.756,1.815,304,16,20,,
T,2026-07-24 14:40:37.000,26.41438500,-80.16340833,1.80,2.955,-27.755,2.768,315,16,20,,
T,2026-07-24 14:40:38.000,26.41440500,-80.16342833,1.80,2.755,-27.755,3.371,324,16,20,,
T,2026-07-24 14:40:39.000,26.41443500,-80.16345667,1.90,2.655,-27.755,3.743,329,16,20,,
T,2026-07-24 14:40:40.000,26.41447333,-80.16347333,2.00,2.755,-27.755,4.358,347,16,20,,
T,2026-07-24 14:40:41.000,26.41451833,-80.16347000,1.90,2.855,-27.755,4.569,5,16,20,,
T,2026-07-24 14:40:42.000,26.41456333,-80.16345500,1.90,2.455,-27.755,4.449,15,16,20,,
T,2026-07-24 14:40:43.000,26.41460167,-80.16343333,1.90,2.056,-27.756,4.470,25,16,20,,
T,2026-07-24 14:40:44.000,26.41463500,-80.16340333,1.80,1.556,-27.756,4.831,29,16,20,,
T,2026-07-24 14:40:45.000,26.41467167,-80.16337667,1.80,1.456,-27.756,6.313,21,16,21,,
T,2026-07-24 14:40:46.000,26.41470667,-80.16334667,1.90,1.356,-27.756,5.252,33,16,21,,
T,2026-07-24 14:40:47.000,26.41474000,-80.16331833,1.90,1.056,-27.756,5.214,41,16,21,,
T,2026-07-24 14:40:48.000,26.41476833,-80.16328667,1.90,0.656,-27.756,4.743,42,16,21,,
T,2026-07-24 14:40:49.000,26.41480000,-80.16325500,1.90,0.456,-27.756,4.266,40,16,21,,
T,2026-07-24 14:40:50.000,26.41482833,-80.16322667,1.90,-0.244,-27.756,4.242,46,16,21,,
T,2026-07-24 14:40:51.000,26.41485333,-80.16319667,1.90,-1.243,-27.757,4.615,47,16,21,,
T,2026-07-24 14:40:52.000,26.41487833,-80.16316167,1.90,-1.943,-27.757,4.612,45,16,21,,
T,2026-07-24 14:40:53.000,26.41491500,-80.16313167,1.80,-2.543,-27.757,4.757,37,16,21,,
T,2026-07-24 14:40:54.000,26.41495167,-80.16310500,1.80,-2.943,-27.757,4.766,30,16,21,,
T,2026-07-24 14:40:55.000,26.41499333,-80.16308833,1.90,-3.043,-27.757,4.781,22,16,21,,
T,2026-07-24 14:40:56.000,26.41503667,-80.16307167,1.80,-2.943,-27.757,4.907,18,16,21,,
T,2026-07-24 14:40:57.000,26.41507667,-80.16305167,1.80,-2.443,-27.757,4.914,17,16,21,,
T,2026-07-24 14:40:58.000,26.41511833,-80.16303500,1.80,-2.143,-27.757,4.997,10,16,21,,
T,2026-07-24 14:40:59.000,26.41516333,-80.16302833,1.80,-1.643,-27.757,5.077,5,16,21,,
T,2026-07-24 14:41:00.000,26.41520833,-80.16302000,1.90,-1.442,-27.758,4.903,1,16,21,,
T,2026-07-24 14:41:01.000,26.41525333,-80.16302500,1.90,-0.742,-27.758,4.869,353,16,21,,
T,2026-07-24 14:41:02.000,26.41530000,-80.16303333,1.90,-0.242,-27.758,4.856,348,16,21,,
T,2026-07-24 14:41:03.000,26.41534667,-80.16304667,1.90,0.158,-27.758,4.979,343,16,21,,
T,2026-07-24 14:41:04.000,26.41538500,-80.16306000,1.90,0.657,-27.757,4.650,338,16,21,,
T,2026-07-24 14:41:05.000,26.41542500,-80.16307167,1.90,0.957,-27.757,4.494,342,16,21,,
T,2026-07-24 14:41:06.000,26.41546667,-80.16308000,2.00,0.857,-27.757,4.501,352,16,21,,
T,2026-07-24 14:41:07.000,26.41550333,-80.16308333,2.00,1.257,-27.757,4.639,4,16,21,,
T,2026-07-24 14:41:08.000,26.41554000,-80.16307667,1.90,1.057,-27.757,4.529,10,16,21,,
T,2026-07-24 14:41:09.000,26.41558167,-80.16307667,1.90,0.958,-27.758,3.988,0,16,21,,
T,2026-07-24 14:41:10.000,26.41561667,-80.16308000,1.90,1.358,-27.758,3.602,352,16,21,,
T,2026-07-24 14:41:11.000,26.41564667,-80.16309667,1.90,2.057,-27.757,3.415,334,16,21,,
T,2026-07-24 14:41:12.000,26.41567333,-80.16312333,1.80,2.857,-27.757,3.013,314,16,21,,
T,2026-07-24 14:41:13.000,26.41568333,-80.16314333,1.90,3.357,-27.757,2.510,301,16,21,,
T,2026-07-24 14:41:14.000,26.41569333,-80.16317333,1.80,3.357,-27.757,2.278,284,16,21,,
T,2026-07-24 14:41:15.000,26.41569500,-80.16319333,1.80,3.557,-27.757,2.009,272,16,21,,
T,2026-07-24 14:41:16.000,26.41569667,-80.16321333,1.70,3.857,-27.757,1.673,268,16,21,,
T,2026-07-24 14:41:17.000,26.41569500,-80.16322500,1.70,3.757,-27.757,1.263,268,16,21,,
T,2026-07-24 14:41:18.000,26.41569500,-80.16323333,1.70,3.257,-27.757,0.000,,16,21,,
T,2026-07-24 14:41:19.000,26.41569500,-80.16324333,1.80,3.257,-27.757,0.000,,16,21,,
T,2026-07-24 14:41:20.000,26.41569667,-80.16325833,1.80,3.057,-27.757,1.428,268,16,21,,
T,2026-07-24 14:41:21.000,26.41570000,-80.16327667,1.80,3.357,-27.757,1.790,272,16,21,,
T,2026-07-24 14:41:22.000,26.41570333,-80.16330000,1.80,4.457,-27.757,1.807,278,16,21,,
T,2026-07-24 14:41:23.000,26.41571333,-80.16331667,1.70,4.557,-27.757,1.893,311,16,21,,
