type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2026-07-24 18:39:15.000,26.41457500,-80.16270000,1.50,17.559,-27.759,0.000,,15,21,,Station5
W,2026-07-24 18:43:40.000,26.41607833,-80.16452333,1.70,17.552,-27.752,0.000,,16,21,,Maintenance
T,2026-07-24 18:39:12.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,20260724-143912,GPS Logger: 20260724-143912 - Station5-Maintenance
T,2026-07-24 18:39:13.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:14.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:15.000,26.41457500,-80.16270000,1.50,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:16.000,26.41457500,-80.16270000,1.50,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:17.000,26.41457500,-80.16270000,1.50,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:18.000,26.41457500,-80.16270000,1.50,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:19.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:20.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:21.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:22.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:23.000,26.41457500,-80.16270000,1.60,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:24.000,26.41457500,-80.16270000,1.70,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:25.000,26.41457500,-80.16270000,1.70,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:26.000,26.41457500,-80.16270000,1.70,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:27.000,26.41457500,-80.16270000,1.70,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:28.000,26.41457500,-80.16270000,1.70,17.559,-27.759,0.000,,15,21,,
T,2026-07-24 18:39:29.000,26.41458000,-80.16272167,1.80,18.058,-27.758,0.234,239,15,21,,
T,2026-07-24 18:39:30.000,26.41457833,-80.16273500,1.80,17.558,-27.758,0.322,249,15,21,,
T,2026-07-24 18:39:31.000,26.41457333,-80.16274833,1.80,17.058,-27.758,0.438,271,15,21,,
T,2026-07-24 18:39:32.000,26.41456500,-80.16276167,1.80,16.358,-27.758,0.488,242,15,21,,
T,2026-07-24 18:39:33.000,26.41456000,-80.16277333,1.80,16.158,-27.758,0.546,247,15,21,,
T,2026-07-24 18:39:34.000,26.41455667,-80.16279000,1.80,16.158,-27.758,0.634,234,15,21,,
T,2026-07-24 18:39:35.000,26.41455167,-80.16280000,1.70,16.058,-27.758,0.687,247,15,21,,
T,2026-07-24 18:39:36.000,26.41454500,-80.16280833,1.80,15.758,-27.758,0.756,243,15,21,,
T,2026-07-24 18:39:37.000,26.41453667,-80.16280833,1.80,15.258,-27.758,0.824,234,15,21,,
T,2026-07-24 18:39:38.000,26.41452500,-80.16281000,1.80,15.058,-27.758,0.851,187,15,21,,
T,2026-07-24 18:39:39.000,26.41452167,-80.16280667,1.70,15.358,-27.758,0.840,183,15,21,,
T,2026-07-24 18:39:40.000,26.41452333,-80.16280333,1.70,15.858,-27.758,0.754,159,15,21,,
T,2026-07-24 18:39:41.000,26.41452333,-80.16280167,1.60,16.058,-27.758,0.613,226,15,21,,
T,2026-07-24 18:39:42.000,26.41452500,-80.16280000,1.50,16.258,-27.758,0.532,230,15,21,,
T,2026-07-24 18:39:43.000,26.41452667,-80.16280167,1.50,16.358,-27.758,0.462,269,15,21,,
T,2026-07-24 18:39:44.000,26.41453000,-80.16280167,1.50,16.158,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:45.000,26.41453000,-80.16280500,1.50,16.158,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:46.000,26.41453500,-80.16280000,1.50,16.258,-27.758,0.356,26,15,21,,
T,2026-07-24 18:39:47.000,26.41454333,-80.16279833,1.60,16.558,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:48.000,26.41454167,-80.16279833,1.60,16.858,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:49.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:50.000,26.41454167,-80.16279833,1.70,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:51.000,26.41454167,-80.16279833,1.70,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:52.000,26.41454167,-80.16279833,1.80,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:53.000,26.41454167,-80.16279833,1.70,16.958,-27.758,0.000,,14,21,,
T,2026-07-24 18:39:54.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:55.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:56.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:57.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:58.000,26.41454167,-80.16279833,1.50,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:39:59.000,26.41454167,-80.16279833,1.50,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:00.000,26.41454167,-80.16279833,1.50,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:01.000,26.41454167,-80.16279833,1.50,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:02.000,26.41454167,-80.16279833,1.50,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:03.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:04.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,14,21,,
T,2026-07-24 18:40:05.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,14,21,,
T,2026-07-24 18:40:06.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:07.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:08.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:09.000,26.41454167,-80.16279833,1.70,16.958,-27.758,0.000,,15,21,,
T,2026-07-24 18:40:10.000,26.41454167,-80.16279833,1.60,16.958,-27.758,0.000,,15,21,,
